filename,distortion_scale,flip_prob,loss,samples_per_point
ILSVRC2012_val_00017440.png,0.15,0.75,0.035309966653585434,1
ILSVRC2012_val_00026908.png,0.15,0.75,0.4059264361858368,1
ILSVRC2012_val_00028221.png,0.15,0.75,0.18123780190944672,1
ILSVRC2012_val_00018317.png,0.15,1.0,5.34337043762207,1
ILSVRC2012_val_00045761.png,0.15,1.0,0.24087248742580414,1
ILSVRC2012_val_00020011.png,0.15,1.0,0.08644432574510574,1
ILSVRC2012_val_00026001.png,0.15,1.0,1.2823745012283325,1
ILSVRC2012_val_00035367.png,0.15,1.0,0.45715177059173584,1
ILSVRC2012_val_00017440.png,0.15,1.0,0.39853528141975403,1
ILSVRC2012_val_00026908.png,0.15,1.0,0.6407291889190674,1
ILSVRC2012_val_00028221.png,0.15,1.0,0.08902844786643982,1
ILSVRC2012_val_00018317.png,0.2,0.0,5.555088043212891,1
ILSVRC2012_val_00045761.png,0.2,0.0,0.017760176211595535,1
ILSVRC2012_val_00020011.png,0.2,0.0,0.1252576857805252,1
ILSVRC2012_val_00026001.png,0.2,0.0,1.5062811374664307,1
ILSVRC2012_val_00035367.png,0.2,0.0,2.9605154991149902,1
ILSVRC2012_val_00017440.png,0.2,0.0,1.2886372804641724,1
ILSVRC2012_val_00026908.png,0.2,0.0,6.163431644439697,1
ILSVRC2012_val_00028221.png,0.2,0.0,0.4661375880241394,1
ILSVRC2012_val_00018317.png,0.2,0.25,2.0063014030456543,1
ILSVRC2012_val_00045761.png,0.2,0.25,0.08854019641876221,1
ILSVRC2012_val_00020011.png,0.2,0.25,0.28605812788009644,1
ILSVRC2012_val_00026001.png,0.2,0.25,0.7433010339736938,1
ILSVRC2012_val_00035367.png,0.2,0.25,1.347614049911499,1
ILSVRC2012_val_00017440.png,0.2,0.25,1.5583683252334595,1
ILSVRC2012_val_00026908.png,0.2,0.25,0.24369114637374878,1
ILSVRC2012_val_00028221.png,0.2,0.25,0.04376915469765663,1
ILSVRC2012_val_00018317.png,0.2,0.5,0.1890118420124054,1
ILSVRC2012_val_00045761.png,0.2,0.5,0.016382355242967606,1
ILSVRC2012_val_00020011.png,0.2,0.5,0.47828492522239685,1
ILSVRC2012_val_00026001.png,0.2,0.5,1.3985979557037354,1
ILSVRC2012_val_00035367.png,0.2,0.5,0.2160285860300064,1
ILSVRC2012_val_00017440.png,0.2,0.5,0.8827992677688599,1
ILSVRC2012_val_00026908.png,0.2,0.5,5.200211524963379,1
ILSVRC2012_val_00028221.png,0.2,0.5,0.484518826007843,1
ILSVRC2012_val_00018317.png,0.2,0.75,6.04774808883667,1
ILSVRC2012_val_00045761.png,0.2,0.75,1.1505506038665771,1
ILSVRC2012_val_00020011.png,0.2,0.75,0.0183982253074646,1
ILSVRC2012_val_00026001.png,0.2,0.75,3.2243850231170654,1
ILSVRC2012_val_00035367.png,0.2,0.75,4.935768127441406,1
ILSVRC2012_val_00017440.png,0.2,0.75,3.05350923538208,1
ILSVRC2012_val_00026908.png,0.2,0.75,2.4366495609283447,1
ILSVRC2012_val_00028221.png,0.2,0.75,0.8391294479370117,1
ILSVRC2012_val_00018317.png,0.2,1.0,7.9257988929748535,1
ILSVRC2012_val_00045761.png,0.2,1.0,0.0241190567612648,1
ILSVRC2012_val_00020011.png,0.2,1.0,0.18012823164463043,1
ILSVRC2012_val_00026001.png,0.2,1.0,1.195300817489624,1
ILSVRC2012_val_00035367.png,0.2,1.0,3.6478207111358643,1
ILSVRC2012_val_00017440.png,0.2,1.0,0.7088472247123718,1
ILSVRC2012_val_00026908.png,0.2,1.0,2.5755863189697266,1
ILSVRC2012_val_00028221.png,0.2,1.0,0.11800627410411835,1
ILSVRC2012_val_00018317.png,0.25,0.0,7.523260593414307,1
ILSVRC2012_val_00045761.png,0.25,0.0,0.5112267136573792,1
ILSVRC2012_val_00020011.png,0.25,0.0,0.25351136922836304,1
ILSVRC2012_val_00026001.png,0.25,0.0,4.123547554016113,1
ILSVRC2012_val_00035367.png,0.25,0.0,4.228169918060303,1
ILSVRC2012_val_00017440.png,0.25,0.0,2.2600257396698,1
ILSVRC2012_val_00026908.png,0.25,0.0,5.389612197875977,1
ILSVRC2012_val_00028221.png,0.25,0.0,0.33355286717414856,1
ILSVRC2012_val_00018317.png,0.25,0.25,1.8340219259262085,1
ILSVRC2012_val_00045761.png,0.25,0.25,0.004760123789310455,1
ILSVRC2012_val_00020011.png,0.25,0.25,0.1355815976858139,1
ILSVRC2012_val_00026001.png,0.25,0.25,1.273291826248169,1
ILSVRC2012_val_00035367.png,0.25,0.25,2.086686849594116,1
ILSVRC2012_val_00017440.png,0.25,0.25,0.1280868798494339,1
ILSVRC2012_val_00026908.png,0.25,0.25,0.8437150716781616,1
ILSVRC2012_val_00028221.png,0.25,0.25,0.06960548460483551,1
ILSVRC2012_val_00018317.png,0.25,0.5,6.851260662078857,1
ILSVRC2012_val_00045761.png,0.25,0.5,3.1855461597442627,1
ILSVRC2012_val_00020011.png,0.25,0.5,0.44160085916519165,1
ILSVRC2012_val_00026001.png,0.25,0.5,2.0113778114318848,1
